id,name,price,description,barcode,url,picture
5459,"AQUAEL OXYBOOST 200 PLUS компрессор двухканальный 2,2 Вт, 200 л/ч",2821,"Модели 100 plus и 150 plus одноканальные, а 200 plus и 300 plus имеют два независимых воздушных канала. Компрессоры OXYBOOST 150 plus и 300 plus имеют регулятор производительности, позволяющий изменять мощность потока, подаваемого воздуха.
Регулятор выполнен в виде эргономичной ручки, расположенной в верхней части корпуса компрессора. Новые компрессоры OXYBOOST plus отличаются стильным дизайном и компактными размерами.
Ножки приборов изготовлены из мягкой резины, эффективно поглощающей вибрацию. При изготовлении OXYBOOST plus использованы самые современные производственные технологии, что позволило создать компрессоры с высокой производительностью и малым энергопотреблением. Стоит подчеркнуть, что вся продукция производятся в Польше: полный производственный цикл осуществляется на заводе AQUAEL в городе Сувалки.
Для создания неповторимого образа подводного мира совместно с OXYBOOST plus используйте распылитель с диодной подсветкой AQUAEL AIR LIGHTS LED.
Количество каналов:	2
Производительность, л/ч:	200
Регулировка производительности:	нет
Страна производства:	Польша",5905546190985,https://axolotl.ru/catalog/akvariumnoe_oborudovanie/kompressory_i_sredstva_aeratsii/aquael_oxyboost_200_plus_kompressor_dvukhkanalnyy_2_2_vt_200_l_ch/,https://axolotl.ru/upload/iblock/0a9/okz10vj9w1erdnxzpv8ogw5mptx4o8xn/aquael-oxyboost-200-plus-kompressor-dvukhkanalnyy-2-2-vt-200-l-ch.jpeg
5461,"AQUAEL OXYBOOST 300 PLUS компрессор двухканальный 2,5 Вт, 300л/ч",3085,"Модели 100 plus и 150 plus одноканальные, а 200 plus и 300 plus имеют два независимых воздушных канала. Компрессоры OXYBOOST 150 plus и 300 plus имеют регулятор производительности, позволяющий изменять мощность потока, подаваемого воздуха.
Регулятор выполнен в виде эргономичной ручки, расположенной в верхней части корпуса компрессора. Новые компрессоры OXYBOOST plus отличаются стильным дизайном и компактными размерами.
Ножки приборов изготовлены из мягкой резины, эффективно поглощающей вибрацию. При изготовлении OXYBOOST plus использованы самые современные производственные технологии, что позволило создать компрессоры с высокой производительностью и малым энергопотреблением
Количество каналов:	2
Производительность, л/ч:	300
Регулировка производительности:	есть",5905546190992,https://axolotl.ru/catalog/akvariumnoe_oborudovanie/kompressory_i_sredstva_aeratsii/aquael_oxyboost_300_plus_kompressor_dvukhkanalnyy_2_5_vt_300l_ch/,https://axolotl.ru/upload/iblock/691/1p6clw4wd4ee6qm3a1pldh8viz82abf8/aquael-oxyboost-300-plus-kompressor-dvukhkanalnyy-2-5-vt-300l-ch.jpeg
5526,"AQUAEL STERILIZER UV AS-11W Стерилизатор аквариумный, 11 Вт",14504,"
<p>Ультрафиолетовый стерилизатор мощностью 11 ватт от Польской кампании Aquael для установки в аквариумы и акватеррариумы объемом до 450 литров для уничтожения вредоносных одноклеточных микроорганизмов которые вызывают муть в аквариумной воде,патогенных бактерий вызывающих болезни аквариумных рыб и плавающих зеленых водорослей вызывающих цветение аквариума. <br>Вода, перекачиваемая через STERILIZER UV AS проплывает тонким слоем непосредственно в зоне действия ультрафиолетового излучения UV-C, которое уничтожает водоросли, бактерии и другие патогенные организмы. Благодаря действию стерилизатора STERILIZER UV AS вода в аквариуме остаётся всё время чистой и прозрачной, а рыбы и растения живут в комфортной и здоровой среде, которая дополнительно защищена стерилизатором STERILIZER UV AS от болезней.<br>Рекомендованные насосы и фильтры фирмы AQUAEL</p>
<p>AS-3W:</p>
<p>&nbsp;&nbsp;&nbsp; MINIKANI,<br>&nbsp;&nbsp;&nbsp; MIDIKANI,<br>&nbsp;&nbsp;&nbsp; MULTIKANI</p>
<p>AS – 5W:</p>
<p>&nbsp;&nbsp;&nbsp; CIRCULATOR 650,<br>&nbsp;&nbsp;&nbsp; TURBO FILTER 650,<br>&nbsp;&nbsp;&nbsp; FZKN 150,<br>&nbsp;&nbsp;&nbsp; FAN-2</p>
<p>AS – 9W:</p>
<p>&nbsp;&nbsp;&nbsp; CIRCULATOR 1100,<br>&nbsp;&nbsp;&nbsp; TURBO FILTER 1100,<br>&nbsp;&nbsp;&nbsp; FZKN 250,<br>&nbsp;&nbsp;&nbsp; FZKN 350</p>
<p>AS – 11W:</p>
<p>&nbsp;&nbsp;&nbsp; FZKN 450,<br>&nbsp;&nbsp;&nbsp; CIRCULATOR 1100,<br>&nbsp;&nbsp;&nbsp; TURBO FILTER 1100</p>
",5905546014953,https://axolotl.ru/catalog/akvariumnoe_oborudovanie/sterilizatory_i_uf_lampy/aquael_sterilizer_uv_as_11w_sterilizator_akvariumnyy_11_vt/,https://axolotl.ru/upload/iblock/942/jejmki2pui24uoq2vz53oj82c4ry2a3w/aquael-sterilizer-uv-as-11w-sterilizator-akvariumnyy-11-vt.jpeg
5547,"Tetra Min Flakes Основной корм для всех видов рыб, хлопья, 500 мл/100гр",1033,"TetraMin – Основной корм для долгой и здоровой жизни всех видов тропических рыб. С новой формулой для гарантированно* чистой воды.
с запатентованной формулой BioActive- для продолжительной и здоровой жизни Ваших питомцев
содержит 40 видов отборного высококачественного сырья
Тщательно отобранная комбинация из высококачественных питательных веществ, витаминов и минералов для полноценного, здорового питания
легко усваивается всеми видами тропических рыб


Состав

Состав: рыба и побочные рыбные продукты, Зерновые культуры, Дрожжи, Экстракты растительного белка, Моллюски и раки, Масла и жиры, Водоросли, Сахар (Олигофруктоза 1%), Минеральные вещества. Аналитические компоненты: Сырой белок 46,0%, Сырые масла и жиры 11,0%, Сырая клетчатка 3,0%, Содержание влаги 6,0%. Витамины, Провитамины и химические вещества с аналогичным воздействием: Витамин А 37680 МЕ/кг, Витамин Д3 1990 МЕ/кг. Комбинации микроэлементов: Е5 Марганец 96 мг/кг, Е6 Цинк 57 мг/кг, Е1 Железо 37 мг/кг. Красители, Антиоксиданты.",4004218204379,https://axolotl.ru/catalog/korma/korma_dlya_vsekh_vidov_ryb/tetra_min_flakes_osnovnoy_korm_dlya_vsekh_vidov_ryb_khlopya_500_ml_100gr/,https://axolotl.ru/upload/iblock/55b/l3ye4bdvk43xzaxqbwhnag5c5iid9p6f/tetra-min-flakes-osnovnoy-korm-dlya-vsekh-vidov-ryb-khlopya-500-ml-80gr.jpeg
5549,"Tetra Min Flakes Основной корм для всех видов рыб, хлопья 10 л/2100гр",7436,Корм для рыб TetraMin 10л хлопья (ведро),4004218769939,https://axolotl.ru/catalog/korma_v_vedrakh_i_v_bolshikh_upakovkakh/tetra_min_flakes_osnovnoy_korm_dlya_vsekh_vidov_ryb_khlopya_10_l_2100gr/,https://axolotl.ru/upload/iblock/065/lq7ifrmx7rye8pqwb0zz8j776v20hsgf/tetra-min-flakes-osnovnoy-korm-dlya-vsekh-vidov-ryb-khlopya-10-l-2100gr.jpeg
5550,"Tetra Min Flakes Основной корм для всех видов рыб, хлопья 1000 мл/200гр",1716,"TetraMin - Основной корм для долгой и здоровой жизни всех видов тропических рыб. С новой формулой для гарантированно* чистой воды. - с запатентованной формулой BioActive- для продолжительной и здоровой жизни Ваших питомцев - содержит 40 видов отборного высококачественного сырья - тщательно отобранная комбинация из высококачественных питательных веществ, витаминов и минералов для полноценного, здорового питания - легко усваивается всеми видами тропических рыб",4004218762725,https://axolotl.ru/catalog/korma/korma_dlya_vsekh_vidov_ryb/tetra_min_flakes_osnovnoy_korm_dlya_vsekh_vidov_ryb_khlopya_1000_ml_200gr/,https://axolotl.ru/upload/iblock/eb3/jvjtce2abu6hr5pvp95pweuf0kuod4i3/tetra-min-flakes-osnovnoy-korm-dlya-vsekh-vidov-ryb-khlopya-1000-ml.jpeg
5555,"Tetra Min Granules Основной корм для всех видов рыб, гранулы 10 л/4200гр",10486,"
Гранулированный корм для всех видов декоративных рыбок 
<li>небольшие гранулы корма, содержащиеся в практичной упаковке, быстро размягчаются в воде 
</li><li>гранулы медленно опускаются на дно аквариума, что гарантирует полноценное и разнообразное питание 
</li><li>содержит такие жизненно важные вещества как протеины, витамины, лецитин, а также добавку, обеспечивающую рыбкам насыщенность окраски. За счет этих элементов достигается здоровый рост, богатство красок, и жизненная сила 
</li><li>с запатентованной* формулой BioActive- для продолжительной и здоровой жизни Ваших питомцев 
</li><li>оптимальная степень усвоения всеми видами рыб</li>
",4004218201361,https://axolotl.ru/catalog/korma_v_vedrakh_i_v_bolshikh_upakovkakh/tetra_min_granules_osnovnoy_korm_dlya_vsekh_vidov_ryb_granuly_10_l_4200gr/,https://axolotl.ru/upload/iblock/904/jfxbnpoud3fwlzj4f55x45lbv761aay0/tetra-min-granules-osnovnoy-korm-dlya-vsekh-vidov-ryb-granuly-10-l-4200gr.jpeg
5556,Tetra Min Granules XL - Основной корм для всех видов рыб 10 л/4200гр,8256,"Тщательно подобранная смесь высокопитательных ингредиентов c витаминами, минералами и микроэлементами для ежедневного полноценного питания
Медленно погружающиеся гранулы идеально подходят для любых видов больших рыб, питающихся в средних слоях воды
Высококачественные гранулы круглой формы, которые быстро размягчаются в воде
Запатентованная БиоАктив-формула* поддерживает работоспособность иммунной системы, обеспечивая высокую продолжительность жизни
Отлично принимается всеми видами декоративных рыб
Для здоровья рыб и чистой воды Для того чтобы разнообразить рацион питания рыб, используйте корма ТетраРубин, ТетраФилл и ФрешДелика Несколько раз в день небольшими порциями",4004218201378,https://axolotl.ru/catalog/korma_v_vedrakh_i_v_bolshikh_upakovkakh/tetra_min_granules_xl_osnovnoy_korm_dlya_vsekh_vidov_ryb_10_l_4200gr/,https://axolotl.ru/upload/iblock/28f/vf3qnm5v2x8vusxr822egdssm51mxyoe/tetra-min-granules-xl-osnovnoy-korm-dlya-vsekh-vidov-ryb-10-l-4200gr.jpeg
5563,"Tetra Min Crisps Основной корм для всех видов рыб, чипсы 500 мл/110гр",1180,"TetraMin Crisps- Полноценный корм для любых видов тропических рыб.

Благодаря низкотемпературной технологии изготовления ТетраМин Криспс очень питателен
С формулой Чистой и прозрачной воды
Запатентованная БиоАктив-формула* поддерживает здоровую иммунную систему
Для понижения уровня загрязнения воды, и вследствие этого, уменьшения роста водорослей

Состав

Аналитический состав: Сырой белок 46,0%, Сырые масла и жиры 12,0%, Сырая клетчатка 3,0%, Содержание влаги 8,0%. Добавки: Витамины, Провитамины и химические вещества с аналогичным воздействием: Витамин А 30650 МЕ/кг, Витамин Д3 1915 МЕ/кг, Л-карнитин 125 мг/кг. Комбинации микроэлементов: Е5 Марганец 69 мг/кг, Е6 Цинк 41 мг/кг, Е1 Железо 27 мг/кг. Красители, Консерванты, Антиоксиданты.",4004218204478,https://axolotl.ru/catalog/korma/korma_dlya_vsekh_vidov_ryb/tetra_min_crisps_osnovnoy_korm_dlya_vsekh_vidov_ryb_chipsy_500_ml_110gr/,https://axolotl.ru/upload/iblock/44e/c75u9frsu7hb50w4rl25xwk2gitw25m2/tetra-min-pro-crisps-osnovnoy-korm-dlya-vsekh-vidov-ryb-chipsy-500-ml-.jpeg
5569,"Tetra Min XL Flakes Основной корм для всех видов рыб, крупные хлопья 10 л/2,1кг",6756,"TetraMin XL – Основной корм для долгой и здоровой жизни всех видов тропических рыб.
С новой формулой для гарантированно чистой воды.
с запатентованной формулой BioActive- для продолжительной и здоровой жизни Ваших питомцев
содержит 40 видов отборного высококачественного сырья
легко усваивается всеми видами тропических рыб
Тщательно отобранная комбинация из высококачественных питательных веществ, витаминов и минералов для полноценного, здорового питания
формула корма содержит все необходимые белки и специальные аминокислоты

Состав

Состав: рыба и побочные рыбные продукты, Зерновые культуры, Дрожжи, Экстракты растительного белка, Моллюски и раки, Масла и жиры, Сахар(Олигофруктоза 1%), Водоросли, Минеральные вещества. Аналитические компоненты: сырой белок 46,0%, Сырые масла и жиры 11,0%, Сырая клетчатка 3,0%, Содержание влаги 6,0%. Витамины, Провитамины и химические вещества с аналогичным воздействием: Витамин А 37680 МЕ/кг, Витамин Д3 1990 МЕ/кг. Комбинации микроэлементов: Е5 Марганец 96 мг/кг, Е6 Цинк 57 мг/кг, Е1 Железо 37 мг/кг. Красители, Антиоксиданты.

Ингредиенты

Рыба и побочные рыбные продукты, Зерновые культуры, Дрожжи, Экстракты растительного белка, Моллюски и раки, Масла и жиры, Сахар(Олигофруктоза 1%), Водоросли, Минеральные вещества.",4004218769946,https://axolotl.ru/catalog/korma_v_vedrakh_i_v_bolshikh_upakovkakh/tetra_min_xl_flakes_osnovnoy_korm_dlya_vsekh_vidov_ryb_krupnye_khlopya_10_l_2_1kg/,https://axolotl.ru/upload/iblock/e5f/c7wqo5tiup7wd5fv1oap1g1q577z69u6/tetra-min-xl-osnovnoy-korm-dlya-vsekh-vidov-ryb-krupnye-khlopya-10-l.jpeg
5575,"Tetra Rubin Flakes (хлопья) Корм для усиления насыщенности окраса, 10 л/2кг",8374,"TetraRubin - Корм в виде хлопьев с натуральными добавками для усиления естественной окраски рыб - содержит специально отобранное натуральное сырье без использования гормональных элементов, что придает яркость естественной окраске рыб - результат кормления заметен уже через 2 недели - содержит полноценный сбалансированный комплекс витаминов, питательных веществ и микроэлементов - корм содержит все необходимые питательные вещества, жиры и микроэлементы - содержание стабилизированного витамина С обеспечивает повышенную устойчивость организма рыбы к болезням, ускоряет рост и устраняет симптомы болезней, связанных с недоеданием рыб - с содержанием натуральных усилителей естественной окраски рыб",4004218769922,https://axolotl.ru/catalog/korma_v_vedrakh_i_v_bolshikh_upakovkakh/tetra_rubin_flakes_khlopya_korm_dlya_usileniya_nasyshchennosti_okrasa_10_l_2kg/,https://axolotl.ru/upload/iblock/f71/65h3pjtcp8hr9e3xrclqpns93qgpr2jz/tetra-rubin-flakes-khlopya-korm-dlya-usileniya-nasyshchennosti-okrasa-10-l.jpeg
5576,"Tetra Rubin Flakes Корм для усиления насыщенности окраса, хлопья 1000 мл/200гр",2204,"Корм в виде хлопьев с натуральными добавками для усиления естественной окраски рыб
- содержит специально отобранное натуральное сырье без использования гормональных элементов, что придает яркость естественной окраске рыб
- результат кормления заметен уже через 2 недели
- содержит полноценный сбалансированный комплекс витаминов, питательных веществ и микроэлементов
- содержание стабилизированного витамина С обеспечивает повышенную устойчивость организма рыбы к болезням, ускоряет рост и устраняет симптомы болезней, связанных с недоеданием рыб
- с содержанием натуральных усилителей естественной окраски рыб",4004218204416,https://axolotl.ru/catalog/korma/korma_dlya_vsekh_vidov_ryb/tetra_rubin_flakes_korm_dlya_usileniya_nasyshchennosti_okrasa_khlopya_1000_ml_200gr/,https://axolotl.ru/upload/iblock/5e7/nuxh0q4of0hzvis3oqw362dgy70wduig/tetra-rubin-flakes-korm-dlya-usileniya-nasyshchennosti-okrasa-khlopya-1000-ml.jpeg
5586,Tetra Phyll Flocken Корм для всех травоядных рыб 10л/2кг,6975,"TetraPhyll - Идеальный корм для всех травоядных рыб в виде хлопьев с жизненно важными балластовыми веществами. - полноценное питание с содержанием питательных веществ, витаминов и микроэлементов для живородящих и всех травоядных рыб - улучшает самочувствие, живость и сопротивление болезням - содержание стабильного витамина С улучшает иммунную систему организма рыб, ускоряет рост и устраняет симптомы недоедания - легко усваивается организмом всех видов травоядных рыб ",4004218769915,https://axolotl.ru/catalog/korma_v_vedrakh_i_v_bolshikh_upakovkakh/tetra_phyll_flocken_korm_dlya_vsekh_travoyadnykh_ryb_10l_2kg/,https://axolotl.ru/upload/iblock/651/91iqwih9cts3msyhzyun5h0gjpd391j4/tetra-phyll-flocken-korm-dlya-vsekh-travoyadnykh-ryb-10l.jpeg
5600,"Tetra Pro Energy Multi-Crisps Основной корм для всех видов рыб, чипсы 500 мл",1225,"TetraPro Energy Crisps –кормовой состав для аквариумных рыбок.

Корм в чипсах создан для вскармливания аквариумных питомцев и придания им дополнительной энергии.
Высокое качество корма обеспечивает дополнительную энергию и здоровье всем видам декоративных рыбок.
Корм содержит смесь энергетических добавок и хлопьев с концентрированными питательными ингредиентами. Жиры Омега-3 придают рыбам дополнительную силу, а природные протеины усиливают мышечную ткань, благодаря чему аквариумные питомцы всегда энергичны и хорошо себя чувствуют.

Состав

Ингредиенты: Рыба и побочные рыбные продукты, Зерновые культуры, Экстракты растительного белка, Дрожжи, Масла и жиры, Моллюски и раки, Водоросли. Анализ компонентов: Сырой белок 46,0%, Сырые масла и жиры 12,0%, Сырая клетчатка 2,0%, Содержание влаги 9,0%. Витамины, Провитамины и химические вещества с аналогичным воздействием: Витамин А 29880 МЕ/кг, Витамин Д3 1865 МЕ/кг, Л-карнитин 123 мг/кг. Комбинации микроэлементов: Е5 Марганец 67 мг/кг, Е6 Цинк 40 мг/кг, Е1 Железо 26 мг/кг. Красители, Консерванты, Антиоксиданты",4004218204430,https://axolotl.ru/catalog/korma/korma_dlya_vsekh_vidov_ryb/tetra_pro_energy_multi_crisps_osnovnoy_korm_dlya_vsekh_vidov_ryb_chipsy_500_ml/,https://axolotl.ru/upload/iblock/488/dpqlpf6rlah82kr5ovit90qa17beg5cv/tetra-pro-energy-osnovnoy-korm-dlya-vsekh-vidov-ryb-chipsy-500-ml-.jpeg
5629,"Tetra Cichlid Algae Pellets Основной корм для травоядных цихлид, гранулы 500 мл/165гр",1235,"TetraCichlid Aglae – полноценный корм для любых видов цихлид.

С формулой Чистой и прозрачной воды
Новая формула корма в виде шариков с полезным концентратом содержит водоросли спирулина, обеспечивающие яркую окраску и придающие жизненные силы
Особенно подходит для всеядных и травоядных цихлид
С запатентованной БиоАктив-формулой* для поддержания здоровья и продолжительной жизни
Форма выпуска 500 мл

Состав

Аналитический состав: Сырой белок 43,0%, Сырой жир 5,0%, Сырая клетчатка 2,0%, Содержание влаги 8,0%. Добавки: Витамины: Витамин Д3 1890 МЕ/кг. микроэлементы: Марганец как моногидрат сульфата марганца (II) 100 мг/кг, Цинк (сульфат цинка моногидрат) 63 мг/кг, Железо (сульфат железа (II) моногидрат) 41 мг/кг. Красители, Консерванты, Антиоксиданты.",4004218197466,https://axolotl.ru/catalog/korma/korma_dlya_tsikhlid/tetra_cichlid_algae_pellets_osnovnoy_korm_dlya_travoyadnykh_tsikhlid_granuly_500_ml_165gr/,https://axolotl.ru/upload/iblock/260/najaokqfr2sv0w27pecix3r19bp4p42a/tetra-cichlid-algae-osnovnoy-korm-dlya-travoyadnykh-tsikhlid-granuly-500-ml.jpeg
5630,"Tetra Cichlid Algae Mini Pellets - Основной корм для травоядных цихлид, минигранулы 500 мл/170гр",1368,"Tetra Cichlid Aglae Mini
– Полноценный корм для всех видов небольших цихлид.
Богатое содержание высококачественного белка и других питательных веществ удовлетворяет потребности в питании любые виды цихлид Особенно подходит для всеядных и травоядных цихлид
Маленький размер корма подходит для небольших цихлид
С запатентованной БиоАктив-формулой* для поддержания здоровья и продолжительной жизни

Состав

Ингредиенты: зерновые культуры, Экстракты растительного белка, Рыба и побочные рыбные продукты, Дрожжи, Моллюски и раки, Водоросли ( Спирулина 2,0%), Масла и жиры, Минеральные вещества. Анализ компонентов:Сырой белок 43,0%, Сырой жир 5,0%, Сырая клетчатка 2,0%, Содержание влаги 8,0%. Витамины:  Витамин Д3 1890 МЕ/кг. микроэлементы: Марганец как моногидрат сульфата марганца (II) 100 мг/кг, Цинк (сульфат цинка моногидрат) 63 мг/кг, Железо (сульфат железа (II) моногидрат) 41 мг/кг. Красители, Консерванты, Антиоксиданты.

Ингредиенты

Зерновые культуры, Экстракты растительного белка, Рыба и побочные рыбные продукты, Дрожжи, Моллюски и раки, Водоросли ( Спирулина 2,0%), Масла и жиры, Минеральные вещества.",4004218197480,https://axolotl.ru/catalog/korma/korma_dlya_tsikhlid/tetra_cichlid_algae_mini_pellets_osnovnoy_korm_dlya_travoyadnykh_tsikhlid_minigranuly_500_ml_170gr/,https://axolotl.ru/upload/iblock/1f6/7leerwhdvitu69q3bb9hvprhnvqfr6ps/tetra-cichlid-algae-mini-osnovnoy-korm-dlya-nebolshikh-travoyadnykh-tsikhlid-minigranuly-500-ml.jpeg
5633,"Tetra Cichlid Pro Crisps Основной корм для цихлид и крупных рыб, чипсы 500 мл/115гр",1388,"TetraCichlid Pro – Высококачественный корм для любых видов цихлид.

Низкотемпературный производственный процесс обеспечивает высокие питательные свойства корма Тетра Цихлид Малти Криспс
Высокое содержание природных усилителей цвета и специальных ингредиентов гарантируетполноцветную, красивую и богатую окраску
Инновационная форма чипсов для минимального загрязнения воды отходами
Запатентованная БиоАктив-формула* поддерживает здоровую иммунную систему
Форма выпуска 500 мл

Состав

Срстав: рыба и побочные рыбные продукты, зерновые культуры, экстракты растительного белка, дрожжи, моллюски и раки, масла и жиры, водоросли. Витамины, Провитамины и химические вещества с аналогичным воздействием: Витамин А 29900 МЕ/кг, Витамин Д3 1870 МЕ/кг, Л-карнитин 123 мг/кг. Комбинации микроэлементов: Е5 Марганец 67 мг/кг, Е6 Цинк 40 мг/кг, Е1 Железо 26 мг/кг. Красители, Консерванты, Антиоксиданты. Аналитические показатели: сырой белок 47,0%, сырые масла и жиры 11,0%,сырая клетчатка 2,0%, содержание влаги 8,0%.",4004218198432,https://axolotl.ru/catalog/korma/korma_dlya_tsikhlid/tetra_cichlid_pro_crisps_osnovnoy_korm_dlya_tsikhlid_i_krupnykh_ryb_chipsy_500_ml_115gr/,https://axolotl.ru/upload/iblock/07b/nsrfovffp2hgqixqfad61flrags6fh99/tetra-cichlid-pro-crisps-osnovnoy-korm-dlya-tsikhlid-i-krupnykh-ryb-chipsy-500-ml-115gr.jpeg
5636,"Tetra Cichlid Sticks Основной корм для цихлид и других крупных рыб, палочки 500 мл/160гр",883,"TetraCichlid Sticks – основной корм в виде палочек для всех видов цихловых и других крупных декоративных рыб.

палочки плавают на поверхности воды и благодаря своей форме принимают вид естественного природного корма крупных рыб
состав корма полностью соответствует потребностям организма цихлид в потреблении протеинов и специальных аминокислот
усиливает натуральную окраску, жизненную энергию рыб и сопротивляемость болезням
Форма выпуска 500 мл.

Состав

Ингредиенты: рыба и побочные рыбные продукты, Растительные продукты, Экстракты растительного белка, Дрожжи, Зерновые культуры, Масла и жиры, Минеральные вещества, Водоросли. Анализ компонентов: сырой белок 46,0%, Сырые масла и жиры 8,0%, Сырая клетчатка 2,0%, Содержание влаги 6,0%. Витамины, Провитамины и химические вещества с аналогичным воздействием: Витамин А 30480 МЕ/кг, Витамин Д3 1900 МЕ/кг. Комбинации микроэлементов: Е5 Марганец 69 мг/кг, Е6 Цинк 41 мг/кг, Е1 Железо 27 мг/кг. Связующие вещества: Бентонит-Монтмориллонит 5100 мг/кг. Красители, Антиоксиданты.",4004218767409,https://axolotl.ru/catalog/korma/korma_dlya_tsikhlid/tetra_cichlid_sticks_osnovnoy_korm_dlya_tsikhlid_i_drugikh_krupnykh_ryb_palochki_500_ml_160gr/,https://axolotl.ru/upload/iblock/6e0/e5ho2d0io8qrt9w4hip2jy7vwgqga1fm/tetra-cichlid-sticks-osnovnoy-korm-dlya-tsikhlid-i-drugikh-krupnykh-ryb-palochki-500-ml.jpeg
5640,"Tetra Cichlid Flakes XL Основной корм для цихлид и крупных рыб, хлопья, 10 л (1,9кг)",6869,"Основной корм в виде крупных хлопьев для всех видов цихлид и других крупных декоративных рыб. Состав корма полностью соответствует потребностям организма цихлид в потреблении протеинов и специальных аминокислот.

- Легко усваивается организмом рыб.
- Высокое содержание протеинов и растительных питательных веществ.
- Размер хлопьев рассчитан специально для крупных рыб таким образом, чтобы предельно приблизить способ кормления к природному.
- Содержание стабильного витамина С укрепляет иммунную систему организма рыб, ускоряет рост и устраняет симптомы недоедания.
- Усиливает натуральную окраску и жизненную энергию рыб.

Хлопья идеально подходят рыбкам, обитающим во всех слоях воды, поскольку их можно есть, и когда они находятся на поверхности воды,",4004218201415,https://axolotl.ru/catalog/korma_v_vedrakh_i_v_bolshikh_upakovkakh/tetra_cichlid_flakes_xl_osnovnoy_korm_dlya_tsikhlid_i_krupnykh_ryb_khlopya_10_l_1_9kg/,https://axolotl.ru/upload/iblock/f5c/wrhi5hrazew2tv80a5wntb2gklco75dy/tetra-cichlid-flakes-xl-osnovnoy-korm-dlya-tsikhlid-i-krupnykh-ryb-khlopya-10-l-1-9kg.jpeg
5641,"Tetra Cichlid Sticks - Основной корм для цихлид и крупных рыб, палочки 10 л/2,9кг",7590,"TetraCichlid Sticks – основной корм в виде палочек для всех видов цихловых и других крупных декоративных рыб.
палочки плавают на поверхности воды и благодаря своей форме принимают вид естественного природного корма крупных рыб
состав корма полностью соответствует потребностям организма цихлид в потреблении протеинов и специальных аминокислот
усиливает натуральную окраску, жизненную энергию рыб и сопротивляемость болезням

Состав

Ингредиенты: рыба и побочные рыбные продукты, Растительные продукты, Экстракты растительного белка, Дрожжи, Зерновые культуры, Масла и жиры, Минеральные вещества, Водоросли. Анализ компонентов: Сырой белок 46,0%, Сырые масла и жиры 8,0%, Сырая клетчатка 2,0%, Содержание влаги 6,0%. Витамины, Провитамины и химические вещества с аналогичным воздействием: Витамин А 30480 МЕ/кг, Витамин Д3 1900 МЕ/кг. Комбинации микроэлементов: Е5 Марганец 69 мг/кг, Е6 Цинк 41 мг/кг, Е1 Железо 27 мг/кг. Связующие вещества: Бентонит-Монтмориллонит 5100 мг/кг. Красители, Антиоксиданты.

Ингредиенты

Рыба и побочные рыбные продукты, Растительные продукты, Экстракты растительного белка, Дрожжи, Зерновые культуры, Масла и жиры, Минеральные вещества, Водоросли.",4004218153691,https://axolotl.ru/catalog/korma_v_vedrakh_i_v_bolshikh_upakovkakh/tetra_cichlid_sticks_osnovnoy_korm_dlya_tsikhlid_i_krupnykh_ryb_palochki_10_l_2_9kg/,https://axolotl.ru/upload/iblock/7fd/3ll7acyy6e7uxx75cs02b649xw1k701u/tetra-cichlid-sticks-osnovnoy-korm-dlya-tsikhlid-i-krupnykh-ryb-palochki-10-l-2-9kg.png
5643,"Tetra Cichlid Sticks - Основной корм для цихлид и других крупных рыб, палочки 1000 мл/320гр",1968,"Tetra Cichlid Sticks Основной корм для цихлид и крупных рыб Основной корм в виде палочек для всех видов цихловых и других крупных декоративных рыб. палочки плавают на поверхности воды и благодаря своей форме принимают вид естественного природного корма крупных рыб состав корма полностью соответствует потребностям организма цихлид в потреблении протеинов и специальных аминокислот усиливает натуральную окраску, жизненную энергию рыб и сопротивляемость болезням",4004218198975,https://axolotl.ru/catalog/korma/korma_dlya_tsikhlid/tetra_cichlid_sticks_osnovnoy_korm_dlya_tsikhlid_i_drugikh_krupnykh_ryb_palochki_1000_ml_320gr/,https://axolotl.ru/upload/iblock/7e6/wtuy66989bdal5wjs8o57movasfbkn89/tetra-cichlid-sticks-osnovnoy-korm-dlya-tsikhlid-i-drugikh-krupnykh-ryb-palochki-1000-ml-320gr.jpeg
5644,"Tetra Cichlid Sticks Основной корм для цихлид и крупных рыб, палочки 3,6 л/1150гр",4240,"TetraCichlid Sticks – основное питание для цихлидовых и крупных декоративных рыб. В составе корма содержатся протеины и питательные вещества в достаточном количестве для рыб. Присутствие витамина С ускоряет рост рыб, укрепляет иммунитет, устраняет симптом недоедания. Пища питомцами легко усваивается. А ее форма напоминает рыбам питание в естественных условиях. Сыпать корм следует на протяжении дня неоднократно, порции должны быть небольшими.",4004218193802,https://axolotl.ru/catalog/korma_v_vedrakh_i_v_bolshikh_upakovkakh/tetra_cichlid_sticks_osnovnoy_korm_dlya_tsikhlid_i_krupnykh_ryb_palochki_3_6_l_1150gr/,https://axolotl.ru/upload/iblock/692/caadv8f3qozkejgois9865xm5y93aekf/tetra-cichlid-sticks-osnovnoy-korm-dlya-tsikhlid-i-krupnykh-ryb-palochki-3-6-l.jpeg
